Day,Total_Cases,Cases_Variant1,Cases_Variant2
0,0.006709252558050237,0.006709252558050237,0.0
1,0.02407719989656406,0.02407719989656406,0.0
2,0.07731840278945615,0.07731840278945615,0.0
3,0.22217993076484613,0.22217993076484613,0.0
4,0.5713100156910076,0.5713100156910076,0.0
5,1.3145705723306094,1.3145705723306094,0.0
6,2.706705664732254,2.706705664732254,0.0
7,4.9870441755459245,4.9870441755459245,0.0
8,8.222245810143749,8.222245810143749,0.0
9,12.130613194252668,12.130613194252668,0.0
10,16.01474805833616,16.01474805833616,0.0
11,18.919189378135307,18.919189378135307,0.0
12,20.0,20.0,0.0
13,18.919189378135307,18.919189378135307,0.0
14,16.01474805833616,16.01474805833616,0.0
15,12.130613194252668,12.130613194252668,0.0
16,8.222245810143749,8.222245810143749,0.0
17,4.9870441755459245,4.9870441755459245,0.0
18,2.706705664732254,2.706705664732254,0.0
19,1.3145705723306094,1.3145705723306094,0.0
20,0.5713100156910076,0.5713100156910076,0.0
21,0.22217993076484613,0.22217993076484613,0.0
22,0.07731840278945615,0.07731840278945615,0.0
23,0.02407719989656406,0.02407719989656406,0.0
24,0.006709252558050237,0.006709252558050237,0.0
25,0.008382219502644787,0.006709252558050237,0.0016729669445945505
26,0.013418505116100474,0.006709252558050237,0.006709252558050237
27,0.030786452454614296,0.006709252558050237,0.02407719989656406
28,0.08402765534750639,0.006709252558050237,0.07731840278945615
29,0.22888918332289637,0.006709252558050237,0.22217993076484613
30,0.5780192682490578,0.006709252558050237,0.5713100156910076
31,1.3212798248886597,0.006709252558050237,1.3145705723306094
32,2.7134149172903044,0.006709252558050237,2.706705664732254
33,4.993753428103974,0.006709252558050237,4.9870441755459245
34,8.228955062701798,0.006709252558050237,8.222245810143749
35,12.137322446810717,0.006709252558050237,12.130613194252668
36,16.02145731089421,0.006709252558050237,16.01474805833616
37,18.925898630693357,0.006709252558050237,18.919189378135307
38,20.00670925255805,0.006709252558050237,20.0
39,18.925898630693357,0.006709252558050237,18.919189378135307
40,16.02145731089421,0.006709252558050237,16.01474805833616
41,12.137322446810717,0.006709252558050237,12.130613194252668
42,8.228955062701798,0.006709252558050237,8.222245810143749
43,4.993753428103974,0.006709252558050237,4.9870441755459245
44,2.7134149172903044,0.006709252558050237,2.706705664732254
45,1.3212798248886597,0.006709252558050237,1.3145705723306094
46,0.5780192682490578,0.006709252558050237,0.5713100156910076
47,0.22888918332289637,0.006709252558050237,0.22217993076484613
48,0.08402765534750639,0.006709252558050237,0.07731840278945615
49,0.030786452454614296,0.006709252558050237,0.02407719989656406
