Day,Total_Cases,Cases_Variant1,Cases_Variant2
0,0.22217993076484613,0.22217993076484613,0.0
1,0.39682189488740577,0.39682189488740577,0.0
2,0.680949094691987,0.680949094691987,0.0
3,1.1226952566826744,1.1226952566826744,0.0
4,1.7784323491877267,1.7784323491877267,0.0
5,2.706705664732254,2.706705664732254,0.0
6,3.957973981672293,3.957973981672293,0.0
7,5.560746009063883,5.560746009063883,0.0
8,7.506221977027991,7.506221977027991,0.0
9,9.735045119199434,9.735045119199434,0.0
10,12.130613194252668,12.130613194252668,0.0
11,14.52298074147382,14.52298074147382,0.0
12,16.70540422822544,16.70540422822544,0.0
13,18.462326927732715,18.462326927732715,0.0
14,19.603973466135105,19.603973466135105,0.0
15,20.0,20.0,0.0
16,19.603973466135105,19.603973466135105,0.0
17,18.462326927732715,18.462326927732715,0.0
18,16.70540422822544,16.70540422822544,0.0
19,14.52298074147382,14.52298074147382,0.0
20,12.130613194252668,12.130613194252668,0.0
21,9.735045119199434,9.735045119199434,0.0
22,7.506221977027991,7.506221977027991,0.0
23,5.560746009063883,5.560746009063883,0.0
24,3.957973981672293,3.957973981672293,0.0
25,2.706705664732254,2.706705664732254,0.0
26,1.7784323491877267,1.7784323491877267,0.0
27,1.1226952566826744,1.1226952566826744,0.0
28,0.680949094691987,0.680949094691987,0.0
29,0.39682189488740577,0.39682189488740577,0.0
30,0.22217993076484613,0.22217993076484613,0.0
31,0.11952045790011885,0.11952045790011885,0.0
32,0.06177430816473538,0.06177430816473538,0.0
33,0.03067621358648926,0.03067621358648926,0.0
34,0.014636048377609456,0.014636048377609456,0.0
35,0.22217993076484613,0.0,0.22217993076484613
36,0.39682189488740577,0.0,0.39682189488740577
37,0.680949094691987,0.0,0.680949094691987
38,1.1226952566826744,0.0,1.1226952566826744
39,1.7784323491877267,0.0,1.7784323491877267
40,2.706705664732254,0.0,2.706705664732254
41,3.957973981672293,0.0,3.957973981672293
42,5.560746009063883,0.0,5.560746009063883
43,7.506221977027991,0.0,7.506221977027991
44,9.735045119199434,0.0,9.735045119199434
45,12.130613194252668,0.0,12.130613194252668
46,14.52298074147382,0.0,14.52298074147382
47,16.70540422822544,0.0,16.70540422822544
48,18.462326927732715,0.0,18.462326927732715
49,19.603973466135105,0.0,19.603973466135105
50,20.0,0.0,20.0
51,19.603973466135105,0.0,19.603973466135105
52,18.462326927732715,0.0,18.462326927732715
53,16.70540422822544,0.0,16.70540422822544
54,14.52298074147382,0.0,14.52298074147382
55,12.130613194252668,0.0,12.130613194252668
56,9.735045119199434,0.0,9.735045119199434
57,7.506221977027991,0.0,7.506221977027991
58,5.560746009063883,0.0,5.560746009063883
59,3.957973981672293,0.0,3.957973981672293
