Day,Total_Cases,Cases_Variant1,Cases_Variant2
0,0.33546280659302674,0.33546262790251186,1.7869051489625327e-07
1,0.4370098079710498,0.43700952989974734,2.7807130249919374e-07
2,0.5667712382915577,0.5667708074866479,4.3080490990291667e-07
3,0.7318030833497721,0.7318024188804728,6.644692991959247e-07
4,0.9406985651940067,0.9406975448679031,1.0203261036208353e-06
5,1.2038615546424318,1.203859994828203,1.5598142288137846e-06
6,1.533813053301753,1.533810679324463,2.3739772901615114e-06
7,1.9455309185454985,1.9455273214659288,3.597079569824696e-06
8,2.4568218866584863,2.4568164604892875,5.42616919891868e-06
9,3.0887235572762353,3.088715408236769,8.149039466288462e-06
10,3.865932323456603,3.8659201394728075,1.2183983795770104e-05
11,4.817251264127046,4.817233128106186,1.8136020860125334e-05
12,5.976049770997925,5.976022895005943,2.687599198249823e-05
13,7.380724188916803,7.38068453767425,3.9651242553379986e-05
14,9.075146055321117,9.075087815651559,5.823966955813906e-05
15,11.109081701213594,11.108996538242305,8.51629712886082e-05
16,13.538564116903213,13.538440136652357,0.00012398025085623174
17,16.426195208930974,16.426015518885546,0.00017969004542652716
18,19.841354022167604,19.841094744370288,0.00025927779731599993
19,23.86028433663751,23.859911879380245,0.0003724572572626469
20,28.566033453467966,28.565500784550377,0.0005326689175885852
21,34.04821315162243,34.04745473459934,0.0007584170230876635
22,40.402553923985344,40.40147887416324,0.001075049822105217
23,47.730224879599476,47.72870776316415,0.001517116435322738
24,56.136894303214135,56.134762834133724,0.002131469080411112
25,65.73150993906813,65.72852861653047,0.0029813225376629365
26,76.62478371537885,76.62063218049349,0.004151534885372227
27,88.92737289529953,88.92161745938634,0.005755435913180062
28,102.74775850593903,102.73981490249435,0.007943603444680866
29,118.18983225594198,118.17891718178056,0.010915074161411025
30,135.3502148119035,135.3352832366127,0.014931575290816457
31,154.3153409787813,154.29500550156834,0.020335477212959398
32,175.1583606397889,175.13078834515096,0.027572294637926712
33,197.93591778837674,197.89869908361464,0.037218704762086004
34,222.68488308191078,222.63486587889093,0.05001720301985621
35,249.41912745508,249.35220877729623,0.06691867778378202
36,278.1264348034045,278.0373004531941,0.08913435021035926
37,308.76565992480454,308.64746123661894,0.11819868818562691
38,341.26424315233703,341.108198096592,0.15604505574503802
39,375.516194842284,375.31109885139955,0.2050959908844346
40,411.38066060950945,411.1122905071874,0.2683701023220095
41,448.68117156486284,448.33156394094306,0.3496076239197979
42,487.205672605961,486.7522559599717,0.45341664598931825
43,526.7074060285609,526.1219640934564,0.5854419351043783
44,566.9067075530919,566.1541495171975,0.7525580358943226
45,607.493747708496,606.5306597126335,0.9630879958625623
46,648.1322240078118,646.9051754643523,1.2270485434595704
47,688.4639793145606,686.9075574573878,1.556421857172743
48,728.1144902420823,726.1490370736909,1.96545316839143
49,766.6991374980798,764.2281651714904,2.470972326589415
50,803.8301390283863,800.737402916808,3.092736111578246
51,839.123997913757,835.270211411272,3.8537865024849487
52,872.2092914994156,867.4284731834108,4.780818316004754
53,902.7346073770082,896.8300597468688,5.9045476301394
54,930.376416639157,923.1163463866358,7.260070252521247
55,954.8466661373593,945.9594689067654,8.887197230593845
56,975.8998698990023,965.0691177896804,10.830752109321885
57,993.3394857218638,980.1986733067553,13.140812415108435
58,1007.0233762837812,991.1505004882849,15.87287579549623
59,1016.8681745891106,997.7802450856063,19.0879295035042
60,1022.8524006276403,1000.0,22.8524006276403
61,1025.0182088732859,997.7802450856063,27.237963787679476
62,1023.4716835876155,991.1505004882849,32.32118309933059
63,1018.3816395172865,980.1986733067553,38.18296621053132
64,1009.9769280569874,965.0691177896804,44.90781026730698
65,998.5422917999898,945.9594689067654,52.58282289322438
66,984.4128521310306,923.1163463866358,61.29650574439479
67,967.9673537143779,896.8300597468688,71.13729396750908
68,949.6203251054063,867.4284731834108,82.19185192199548
69,929.8133451566965,835.270211411272,94.54313374542444
70,909.0056295060982,800.737402916808,108.26822658929017
71,887.6641695727451,764.2281651714904,123.43600440125466
72,866.2536677498117,726.1490370736909,140.1046306761208
73,845.2265167242796,686.9075574573878,158.3189592668917
74,825.013068167465,646.9051754643523,178.10789270311275
75,806.0124267344704,606.5306597126335,199.481767021837
76,788.5839898797528,566.1541495171975,222.4298403625553
77,773.0399330827515,526.1219640934564,246.91796898929516
78,759.6388144372453,486.7522559599717,272.8865584772736
79,748.5804430220627,448.33156394094306,300.24887908111964
80,740.0021229129375,411.1122905071874,328.88983240575
81,733.976350004154,375.31109885139955,358.6652511527544
82,730.5100028645693,341.108198096592,389.40180476797735
83,729.5450325113841,308.64746123661894,420.89757127476514
84,730.9606200669522,278.0373004531941,452.92331961375805
85,734.576736547403,249.35220877729623,485.22452777010676
86,740.1590062503728,222.63486587889093,517.5241403714818
87,747.424745049525,197.89869908361464,549.5260459659103
88,756.0500180041038,175.13078834515096,580.9192296589528
89,765.6775376387607,154.29500550156834,611.3825321371924
90,775.9252055700591,135.3352832366127,640.5899223334465
91,786.3950863107981,118.17891718178056,668.2161691290175
92,796.682593449223,102.73981490249435,693.9427785467286
93,806.3856652568813,88.92161745938634,717.464047797495
94,815.113709289802,76.62063218049349,738.4930771093086
95,822.4961037419428,65.72852861653047,756.7675751254123
96,828.1900570658781,56.134762834133724,772.0552942317444
97,831.8876464085683,47.72870776316415,784.1589386454042
98,833.3218792647912,40.40147887416324,792.920400390628
99,832.2716508030844,34.04745473459934,798.2241960684851
100,828.5655007845504,28.565500784550377,800.0
101,822.0841079478653,23.859911879380245,798.2241960684851
102,812.7614951349982,19.841094744370288,792.920400390628
103,800.5849541642897,16.426015518885546,784.1589386454042
104,785.5937343683968,13.538440136652357,772.0552942317444
105,767.8765716636547,11.108996538242305,756.7675751254123
106,747.5681649249602,9.075087815651559,738.4930771093086
107,724.8447323351693,7.38068453767425,717.464047797495
108,699.9188014417346,5.976022895005943,693.9427785467286
109,673.0334022571237,4.817233128106186,668.2161691290175
110,644.4558424729192,3.8659201394728075,640.5899223334465
111,614.4712475454292,3.088715408236769,611.3825321371924
112,583.3760461194421,2.4568164604892875,580.9192296589528
113,551.4715732873761,1.9455273214659288,549.5260459659103
114,519.0579510508063,1.533810679324463,517.5241403714818
115,486.42838776493494,1.203859994828203,485.22452777010676
116,453.864017158626,0.9406975448679031,452.92331961375805
117,421.6293736936456,0.7318024188804728,420.89757127476514
118,389.968575575464,0.5667708074866479,389.40180476797735
119,359.10226068265416,0.43700952989974734,358.6652511527544
120,329.2252950336525,0.33546262790251186,328.88983240575
121,300.5052490697252,0.2563699886055432,300.24887908111964
122,273.08161479695485,0.19505631968129752,272.8865584772736
123,247.0657173495272,0.14774836023203364,246.91796898929516
124,222.54125830031825,0.11141793776294907,222.4298403625553
125,199.56541536906673,0.08364834722972753,199.481767021837
126,178.17041420688759,0.06252150377482026,178.10789270311275
127,158.36548264784432,0.0465233809526075,158.3189592668917
128,140.1390960444182,0.034465368297408386,140.1046306761208
129,123.46142374777087,0.025419346516199245,123.43600440125466
130,108.28689105840368,0.01866446911352057,108.26822658929017
131,94.55677758812621,0.01364384270176378,94.54313374542444
132,82.20178142630132,0.009929504305851081,82.19185192199548
133,71.14448826240056,0.007194294891475077,71.13729396750908
134,61.30169516300151,0.005189418606715284,61.29650574439479
135,52.58654954639646,0.003726653172078671,52.58282289322438
136,44.91047460365749,0.0026643363505138903,44.90781026730698
137,38.18486260607547,0.0018963955441534223,38.18296621053132
138,32.32252691160822,0.0013438122776315215,32.32118309933059
139,27.238911808958335,0.0009480212788595793,27.237963787679476
140,22.853066463787286,0.0006658361469857315,22.8524006276403
141,19.088395075075777,0.0004655715715783087,19.0879295035042
142,15.873199892742875,0.00032409724664499986,15.87287579549623
143,13.141037027665218,0.00022461255678315898,13.140812415108435
144,10.830907084635456,0.00015497531357028967,10.830752109321885
145,8.887303684307955,0.00010645371411076024,8.887197230593845
146,7.260143052108195,7.279958694767382e-05,7.260070252521247
147,5.904597194192592,4.956405319172498e-05,5.9045476301394
148,4.780851910994732,3.3594989978122784e-05,4.780818316004754
149,3.8538091725110237,2.2670026075156667e-05,3.8537865024849487
150,3.092751341557991,1.5229979744712628e-05,3.092736111578246
151,2.4709825128887477,1.0186299332860577e-05,2.470972326589415
152,1.9654599511029287,6.78271149864835e-06,1.96545316839143
153,1.5564263535222054,4.49634946228087e-06,1.556421857172743
154,1.227051510931183,2.9674716127018895e-06,1.2270485434595704
155,0.9630899456303483,1.9497677860172305e-06,0.9630879958625623
156,0.7525593113019521,1.2754076295260442e-06,0.7525580358943226
157,0.5854427656910023,8.305866239949058e-07,0.5854419351043783
158,0.45341718449545565,5.385061373786458e-07,0.45341664598931825
159,0.34960797150892603,3.475891281239922e-07,0.3496076239197979
160,0.2683703256851531,2.233631436203166e-07,0.2683701023220095
161,0.2050961337825972,1.4289816261845064e-07,0.2050959908844346
162,0.15604514675974565,9.101470764487936e-08,0.15604505574503802
163,0.11819874589765209,5.771202517466137e-08,0.11819868818562691
164,0.0891343866430169,3.643265764184782e-08,0.08913435021035926
165,0.06691870068113048,2.289734845645553e-08,0.06691867778378202
166,0.050017217346660765,1.4326804554239077e-08,0.05001720301985621
167,0.037218713686573424,8.924487416632535e-09,0.037218704762086004
168,0.027572300172536784,5.534610071701013e-09,0.027572294637926712
169,0.020335480630082142,3.4171227428030124e-09,0.020335477212959398
170,0.01493157739122575,2.1004092927322526e-09,0.014931575290816457
171,0.010915075446748251,1.2853372251336502e-09,0.010915074161411025
172,0.007943604227749885,7.830690192960209e-10,0.007943603444680866
173,0.005755436388135431,4.749553688741404e-10,0.005755435913180062
174,0.004151535172169728,2.8679750088880977e-10,0.004151534885372227
175,0.0029813227100750303,1.724120939035512e-10,0.0029813225376629365
176,0.0021314691835992777,1.0318816566554721e-10,0.002131469080411112
177,0.001517116496806702,6.148396412704757e-11,0.001517116435322738
178,0.0010750498585775574,3.6472340277225806e-11,0.001075049822105217
179,0.000758417044627143,2.1539479476972608e-11,0.0007584170230876635
180,0.0005326689302527507,1.2664165549094176e-11,0.0005326689175885852
181,0.00037245726467554036,7.412893429109956e-12,0.0003724572572626469
182,0.0002592778016358506,4.319850690848463e-12,0.00025927779731599993
183,0.00017969004793274903,2.5062218871452745e-12,0.00017969004542652716
184,0.00012398025230380352,1.4475717623972623e-12,0.00012398025085623174
185,8.516297212100516e-05,8.323969676981166e-13,8.51629712886082e-05
186,5.8239670034669535e-05,4.765304735299088e-13,5.823966955813906e-05
187,3.96512428249743e-05,2.7159431166538306e-13,3.9651242553379986e-05
188,2.6875992136604554e-05,1.5410632480645136e-13,2.687599198249823e-05
189,1.81360209471796e-05,8.70542662229625e-14,1.8136020860125334e-05
190,1.2183983844728757e-05,4.89586526458608e-14,1.2183983795770104e-05
